Eu estou comendo queijo.	Eu comi o queijo.
Eu vou ensinar o Tom.	Eu informarei o Tom.
Vou à casa do Tom.	Eu encontrarei o Tom.
Vou encontrar o Tom.	Eu encontrarei o Tom.
Estou a caminho da casa de Tom.	Eu encontrarei o Tom.
Estou indo para a casa de Tom.	Eu encontrarei o Tom.
Irei ajudar o Tom.	Eu ajudarei o Tom.
Eu vou sentir falta do Tom.	Eu sentirei saudades do Tom.
Eu vou sentir saudades do Tom.	Eu sentirei saudades do Tom.
Eu vou contar para o Tom.	Eu contarei ao Tom.
Eu vou contar para o Tom.	Contarei ao Tom.
Eu sou o advogado de Tom.	Eu sou a advogada de Tom.
Estarei em casa de Tom.	Estarei com Tom.
Eu estou com o Tom.	Estarei com Tom.
Eu estou com Tom.	Estarei com Tom.
Estou com Tom.	Estarei com Tom.
Estarei na casa do Tom.	Estarei com Tom.
Eu vi o Tom.	Vi o Tom.
Eu vi o Tom.	Eu visitei Tom.
É dever do Tom.	Tom causou isso.
É a ideia do Tom.	Isso foi tudo ideia do Tom.
É a voz de Tom.	Essa voz é de Tom.
Deixe o Tom responder.	Deixe o Tom atender.
Deixe o Tom tentar.	Deixe o Tom experimentar.
Foi o Tom.	Aquele era o Tom.
Era o Tom.	Aquele era o Tom.
É a família de Tom.	Essa é a família do Tom.
Este é o carro do Tom.	Esse é o carro de Tom.
Eles confiaram no Tom.	Eles confiavam no Tom.
Eles confiavam no Tom.	Confiavam em Tom.
Eles vão se encontrar com o Tom.	Encontrarão Tom.
Ele viram Tom.	Eles vão se encontrar com o Tom.
Eles vão se encontrar com o Tom.	Eles encontraram Tom.
Tom cuidou de Mary.	Tom fitou Maria.
Tom acompanhou Mary.	Tom fitou Maria.
Tom viu Maria.	Tom fitou Maria.
Tom está olhando para Maria.	Tom fitou Maria.
Tom olhou para Maria.	Tom fitou Maria.
Tom admira Maria.	Tom fitou Maria.
Tom está observando Maria.	Tom fitou Maria.
Tom teve vontade de chorar.	Tom quase chorou.
O Tom já sabe.	Tom já sabe disso.
O Tom pediu desculpas novamente.	Tom desculpou-se de novo.
Ele cortou uma cerejeira.	Ele derrubou uma cerejeira.
Eu cortei uma cerejeira.	Eu derrubei uma cerejeira.
Você cortou uma cerejeira.	Vocês cortaram uma cerejeira.
Você cortou uma cerejeira.	Você derrubou uma cerejeira.
Você cortou uma cerejeira.	Vocês derrubaram uma cerejeira.
Tom cortou uma cerejeira.	Tom derrubou uma cerejeira.
Maria cortou uma cerejeira.	Maria derrubou uma cerejeira.
Nós cortamos uma cerejeira.	Nós derrubamos uma cerejeira.
Eles cortaram uma cerejeira.	Eles derrubaram uma cerejeira.
Você semeou trigo em seu campo.	Tu semeaste trigo no teu campo.
Tom deu o nome Rex para seu cachorro.	Tom chamou seu cachorro de Rex.
Tom deu a seu cão o nome Rex.	Tom chamou seu cachorro de Rex.
A Mary sabe muitas coisas.	A Mary conhece muitas coisas.
Eles tiveram a sorte de encontrar as chaves.	Felizmente eles encontraram as chaves.
Tom passou pelo exame final.	Tom foi aprovado no exame final.
O Tom não ligou.	Tom ainda não ligou.
Eu estou preocupado com o Tom.	Estou preocupado com Tom.
Eu quero me tornar um cidadão.	Eu quero me tornar uma cidadã.
Eles querem se tornar cidadãos.	Eles querem virar cidadãos.
Eles querem se tornar cidadãos.	Elas querem se tornar cidadãs.
Eles querem se tornar cidadãos.	Elas querem virar cidadãs.
Ele não gosta do diretor.	Ela detesta o diretor da escola.
Você vai à escola no sábado?	Tem aula no sábado?
Ele teve de abandonar a escola porque era pobre.	Devido à sua pobreza, ele não teve outra escolha senão abandonar a escola.
Ele ensinava História na escola.	Ele ensinava História no colégio.
Até manhã, na escola.	A gente se vê amanhã na escola.
Eu te vejo amanhã na escola.	A gente se vê amanhã na escola.
Vejo você amanhã na escola!	A gente se vê amanhã na escola.
Entrei para essa escola há dois anos.	Eu entrei nessa escola dois anos atrás.
Esta manhã cheguei tarde à escola.	Cheguei atrasado à escola hoje de manhã.
A escola começa às nove.	As aulas começam às nove.
Rie e eu fomos para a mesma escola.	Rie e eu frequentávamos a mesma escola.
Cheguei tarde à escola.	Estou atrasado para a escola.
O ponto de ônibus é perto da nossa escola.	A parada de ônibus é próxima à nossa escola.
A camisa está muito suja. Tem de ser lavada antes de você ir ao colégio.	Esta camisa está imunda. Lave-a depois da aula.
Não conheço todos desta escola.	Não conheço todo mundo nesta escola.
Eles sempre faltam à escola.	Eles cabulam aula direto.
Eles sempre faltam à escola.	Eles matam aula constantemente.
Talvez estejamos atrasados para a escola.	Talvez cheguemos atrasados na escola.
Temos que ir para a escola.	Precisamos ir à escola.
A biblioteca de nossa escola tem muitos livros.	Há inúmeros livros na biblioteca da nossa escola.
Na escola aprendemos que Shakespeare nasceu no ano de 1564.	Aprendemos na escola que Shakespeare nasceu em 1564.
Mesmo doente, o garoto foi à escola.	Apesar de que estava doente, o menino foi à escola mesmo assim.
Não o jogue!	Não o joguem!
Não o jogue!	Não joguem aquilo fora.
Não o jogue!	Não jogue aquilo fora.
Não o jogue!	Não jogue fora.
Vou te mostrar.	Eu vou te mostrar.
Onde o senhor aprendeu alemão?	Onde a senhora aprendeu alemão?
Gostaria de participar na festa.	Gostaria de assistir à festa.
Eles se aceitaram.	Admiram-se mutuamente.
Elas se aceitaram.	Admiram-se mutuamente.
Eles aceitaram-se.	Admiram-se mutuamente.
Elas aceitaram-se.	Admiram-se mutuamente.
Eles aceitaram um ao outro.	Admiram-se mutuamente.
Todos que o conhecem o respeitam.	Todos que o conheciam o admiravam.
Todos que o conhecem o respeitam.	Todos que o conheciam admiravam-no.
Ela é uma mulher admirável.	É uma mulher digna de admiração.
A fama nem sempre acompanha o sucesso.	A fama nem sempre é acompanhamento do sucesso.
A fama nem sempre é acompanhamento do sucesso.	A fama e o sucesso nem sempre andam de mãos dadas.
Eu ainda não li o jornal do dia.	Ainda não li o jornal de hoje.
Traga-me o jornal de hoje.	Traz-me o periódico de hoje.
Onde poderei encontrar você?	Onde poderei encontrá-lo?
Onde poderei encontrar vocês?	Onde poderei encontrá-lo?
Essa mulher está cega.	Esta mulher é cega.
O mar estava calmo.	O oceano estava calmo.
O senhor conhece este homem?	Você reconhece este homem?
Você conhece aquele cara?	O senhor conhece este homem?
Você conhece esse cara?	O senhor conhece este homem?
Você conhece aquele homem?	O senhor conhece este homem?
O senhor conhece este homem?	Tu conheces aquele homem?
Fiquei acordado a noite toda.	Fiquei acordado durante a noite toda.
Passei a noite em claro.	Fiquei acordado durante a noite toda.
Fiquei acordado durante a noite toda.	Varei a noite.
Fiquei acordado durante a noite toda.	Eu passei a noite inteira acordado.
Eu fiquei a noite inteira sem dormir.	Fiquei acordado durante a noite toda.
Você sabe quem escreveu esta novela?	Você sabe quem escreveu este romance?
Ela me liga de vez em quando.	De vez em quando ela me telefona.
Minha mãe vai me matar.	A minha mãe me matará!
O Tom é baixo.	Tom não é alto.
O Tom é baixo.	Tom não é adulto.
O Tom é baixo.	O Tom não é um adulto.
O Tom é baixo.	Tom não é gordo.
O Tom é baixo.	Tom não está gordo.
O Tom é baixo.	Tom é pequeno.
Alguns deles cometeram suicídio.	Alguns deles se suicidaram.
Eles nunca farão isso.	Eles jamais farão isso.
Eles nunca vão fazer isso.	Eles jamais farão isso.
Eles jamais farão isso.	Eles fracassarão.
Eles jamais farão isso.	Elas fracassarão.
A sabedoria vem com os anos.	Você obtém mais prudência quando você obtém mais experiências.
A sabedoria vem com os anos.	À medida que o tempo passa, o conhecimento vai aumentando.
Eles se casaram quando ainda eram jovens.	Casaram-se muito jovens.
O marido dela é americano.	Ela é casada com um americano.
A oferta de trabalho ainda está de pé.	A oferta de emprego ainda está valendo.
Me mostre o que você comprou?	Você me mostrará o que comprou?
Me mostre o que você comprou?	Mostre para mim o que você comprou.
Ele está acostumado a essas situações.	Ele está se acostumando com essa situação.
Ele pôs fogo em sua própria casa.	Ele ateou fogo na própria casa.
Ele se esconde.	Ele está se escondendo.
Ela os traiu.	Ela traiu o senhor.
Ela os traiu.	Ela traiu a senhora.
Ela os traiu.	Ela traiu-vos.
Ele te traiu.	Ela os traiu.
Esta água pode-se beber?	Essa água é potável?
Esta água é boa para se beber?	Essa água é potável?
Eles entraram no trem.	Eles subiram no trem.
Não gagueje!	Não balbucie!
Continue escrevendo.	Continuem escrevendo.
Escreva seu nome e endereço, por favor.	Escreva o seu nome e morada, por favor.
Onde ela vai colocar isso?	Onde ele colocará isso?
Estou sem saber o que fazer.	Estou hesitante no que hei de fazer.
Esta noite eu não dormi nada.	Eu mal dormi na noite passada.
Não dormi muito esta noite.	Esta noite eu não dormi nada.
Esta noite eu não dormi nada.	Eu não durmi nada ontem à noite.
Esta noite eu não dormi nada.	Eu não dormi nada naquela noite.
Esta noite eu não dormi nada.	Eu mal dormi a noite passada.
Tom ficou louco?	Tom ficou maluco?
Tom ficou maluco?	Tom é estúpido?
Tom ficou maluco?	Tom endoideceu?
Essa galinha não tem posto ovos ultimamente.	De uns tempos para cá, esta galinha não está botando nenhum ovo.
São 2 horas.	São duas horas da tarde.
São 2 horas.	São duas horas.
São 14:00.	São 2 horas.
Que devemos fazer se chover?	Suponha que chova: o que vamos fazer?
Eu não sei nada sobre você.	Eu não conheço nenhum de vocês.
Eu acho que você disse a verdade.	Acho que é verdade o que vocês estão dizendo.
Acho que é verdade o que vocês estão dizendo.	Eu acho que o que você disse é verdadeiro.
De qual fruta você gosta mais?	Qual é a sua fruta favorita?
De qual fruta você gosta mais?	Qual é fruta de que você mais gosta?
Eu o acho competente.	Eu acho que ele é uma pessoa competente.
Eu acho que ele é uma pessoa competente.	Acho que ele é um homem capacitado.
Aquele homem escova os dentes.	Este homem está escovando os dentes.
Ele acelerou seu carro e me alcançou.	Ele acelerou o carro e me ultrapassou.
A casa dele está à venda.	Sua casa está à venda.
Em honra ao Sr. Jones foi realizada uma reunião de despedida.	Organizou-se uma festa de despedida para o senhor Jones.
Uma reunião de despedida foi realizada em honra ao Sr. Jones.	Organizou-se uma festa de despedida para o senhor Jones.
Tom já se decidiu.	Tom já tomou sua decisão.
Queremos o seu conselho.	Necessitamos do teu conselho.
Nós precisamos do seu conselho.	Necessitamos do teu conselho.
Este barulho é insuportável.	Este ruído é insuportável.
Este barulho é insuportável.	Este barulho é difícil de suportar.
Ele escreveu uma carta ontem.	Ontem escreveu uma carta.
Você estava jogando tênis ontem de manhã?	Ontem pela manhã, você jogou tênis?
Ele não mudou de opinião.	Eles não mudaram de opinião.
Eles não mudaram de opinião.	Ele persistiu na sua opinião.
Ele disse a verdade.	Ele falou a verdade.
Nos casaremos no fim de março.	Nós nos casaremos no final de março.
Ele entrou no avião.	Ele embarcou no avião.
Se barbeou.	Ele se barbeou.
Casei com 19 anos.	Eu me casei quando tinha dezenove anos.
Eu casei quando tinha 19 anos.	Eu me casei quando tinha dezenove anos.
Eu me casei quando tinha dezenove anos.	Casei-me com dezenove anos.
Eu me casei com 19 anos de idade.	Eu me casei quando tinha dezenove anos.
O tigre foi morto.	Mataram o tigre.
Que língua se fala no Brasil?	Qual é a língua falada no Brasil?
Preferiria ficar em casa.	Então, eu preferi ficar em casa.
Preferiria ficar em casa.	Ora bem, eu preferia ficar em casa.
Daqui em diante iremos a pé.	Desse ponto em diante, nós iremos a pé.
Eu vou para a América de avião.	Eu voarei para a América.
Por favor, acendam uma vela.	Acendei uma vela, por favor.
Por favor, senhor, acenda uma vela.	Por favor, acendam uma vela.
Os preços continuam a subir.	Os preços continuarão aumentando.
Os preços seguem subindo.	Os preços continuarão aumentando.
Os preços continuarão a aumentar.	Os preços continuarão aumentando.
O preço vai subir mais ainda.	Os preços continuarão aumentando.
Os preços estão subindo.	Os preços continuarão aumentando.
O preço está subindo.	Os preços continuarão aumentando.
Os preços continuam subindo.	Os preços continuarão aumentando.
Eles não puderam parar de rir.	Eles não conseguiam parar de rir.
Eles não poderiam parar de rir.	Eles não conseguiam parar de rir.
Eles não podiam parar de rir.	Eles não conseguiam parar de rir.
O sorriso não lhe deixava o rosto.	Eles não conseguiam parar de rir.
Ele não parava de sorrir.	Eles não conseguiam parar de rir.
Ele sorria sem parar.	Eles não conseguiam parar de rir.
Ele decidiu escrever todos os dias em seu diário.	Ele prometeu que iria escrever em seu diário todo dia.
Ela tem um gato.	Tu tens um gato.
Ele mantém um diário em Inglês.	Ele está segurando um jornal em inglês.
Ele está ficando com uma estudante estrangeira?	Ele está em um relacionamento com uma estudante estrangeira.
Fique calmo e segure-se!	Cale-se e comporte-se!
Eu prometi a ele guardar segredo.	Eu prometi a ele que manteria segredo.
Eu tenho treze gatos.	Eu mantenho treze gatos.
Eu trato de treze gatos.	Eu mantenho treze gatos.
Tenho treze gatos.	Eu mantenho treze gatos.
Eu tenho treze gatas.	Eu mantenho treze gatos.
Tenho treze gatas.	Eu mantenho treze gatos.
Não toque na minha bicicleta.	Tire as suas mãos da minha bicicleta!
Ele disse que tínhamos que guardar o segredo.	Ele nos disse que devemos manter o segredo.
Tom quebrou isso.	Tom quebrou-o.
Tom gosta de Maria.	Tom ama Maria.
Tom gosta de Maria.	Tom está apaixonado por Maria.
Tom gosta de Maria.	Tom quer a Mary.
Tom gosta de Maria.	O Tom realmente ama a Mary.
Tom gosta de Maria.	O Tom realmente gosta da Mary.
Tom amava a Mary.	Tom amou a Mary.
Tom gostou de Maria.	Tom amava a Mary.
Todas riram do menino.	Todas riram do garoto.
Eles gostaram de Tom.	Gostaram do Tom.
Amávamos o Tomás.	Adorávamos o Tomás.
Tom precisa de um pouco de ajuda.	Tom precisou de auxílio.
Tom precisava de ajuda.	Tom precisou de auxílio.
Eles disseram isso.	Elas disseram isso.
Isso foi o que Tom disse.	Tom dizia isso.
Foi isso que o Tom disse.	Isso foi o que Tom disse.
O remédio é difícil de engolir.	O remédio é ruim de engolir.
Eles me perdoaram.	Elas me perdoaram.
O Tom me resgatou.	Tom me salvou.
Nunca ouvi falar do ator.	Nunca ouvi falar desse ator.
Estou farto de tuas queixas.	Suas queixas estão me cansando.
Estou ficando cansado com as suas reclamações.	Estou farto de tuas queixas.
As suas reclamações me incomodam.	Estou farto de tuas queixas.
Estou farto de tuas queixas.	As suas queixas me irritam.
Estou de saco cheio de suas reclamações.	Estou farto de tuas queixas.
Estou farto de tuas queixas.	Estou me cansando das queixas do senhor.
Estou farto de tuas queixas.	Estou ficando cansado das reclamações da senhora.
Estou farto de tuas queixas.	Suas queixas, senhor, me irritam.
Estou farto de tuas queixas.	Suas reclamações, senhores, me irritam.
As reclamações dela me irritam.	Estou farto de tuas queixas.
Eu estou cansado das suas reclamações.	Estou farto de tuas queixas.
Eu estou farto de suas reclamações.	Estou farto de tuas queixas.
Eu estou bem acordado.	Estou bem acordado.
Eu sou cliente.	Estou com um cliente.
Eu estou com o FBI.	Sou do FBI.
Tom não tem nada.	Tom estava desarmado.
Tom não está machucado.	Tom estava desarmado.
Tom não estava machucado.	Tom estava desarmado.
Tom estava desarmado.	Tom está ileso.
Tom está no andar de cima.	Tom está exaltado.
Nós desculpamos.	Desculpamos.
Nos desculpe.	Desculpamos.
Nós prometemos.	Prometemos.
Nós ajudaremos.	Ajudaremos.
Nós vamos ajudar.	Ajudaremos.
Daremos uma mão.	Ajudaremos.
Nós reconstruiremos.	Reconstruiremos.
Nós vamos reconstruir.	Reconstruiremos.
Nós vamos compartilhar.	Compartilharemos.
Nós compartilharemos.	Compartilharemos.
A gente vai compartilhar.	Compartilharemos.
